Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2022,DC,District of Columbia,District of Columbia,11001,11001007901,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,12.3,,,11.2,13.4,4148,3165,POINT (-76.9804319 38.8965543),11001007901,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2022,DC,District of Columbia,District of Columbia,11001,11001008903,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.2,,,19.5,27.0,3062,2404,POINT (-76.977718 38.9041579),11001008903,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001006804,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,38.2,,,33.8,43.0,2429,2413,POINT (-76.9704836 38.8863842),11001006804,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001010202,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,3.4,,,3.1,3.7,2631,2454,POINT (-77.024577 38.8843563),11001010202,DISABLT,VISION,CrdPrv,Vision Disability
2021,DC,District of Columbia,District of Columbia,11001,11001007000,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,65.8,,,62.6,68.9,2697,2323,POINT (-76.9959451 38.8812697),11001007000,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2022,DC,District of Columbia,District of Columbia,11001,11001009510,BRFSS,Disability,Any disability among adults,%,Crude prevalence,33.1,,,29.1,37.1,4525,3296,POINT (-77.0046255 38.9455978),11001009510,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007201,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,0.9,,,0.8,1.0,2985,2786,POINT (-76.9999179 38.8738481),11001007201,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001008302,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,6.9,,,6.1,7.7,3026,2557,POINT (-76.9966527 38.8963061),11001008302,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2022,DC,District of Columbia,District of Columbia,11001,11001001200,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,17.7,,,15.4,20.1,5371,4377,POINT (-77.0705215 38.9462221),11001001200,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2022,DC,District of Columbia,District of Columbia,11001,11001010300,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,8.4,,,7.5,9.6,3604,2818,POINT (-77.0271875 38.9761556),11001010300,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001009905,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.5,,,4.1,4.9,2790,2066,POINT (-76.9250522 38.8843295),11001009905,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001010601,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,1.7,,,1.5,2.0,2130,2023,POINT (-77.0063018 38.907653),11001010601,HLTHOUT,COPD,CrdPrv,COPD
2022,DC,District of Columbia,District of Columbia,11001,11001011002,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,76.4,,,72.4,79.9,1859,1791,POINT (-77.0182455 38.8681789),11001011002,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,DC,District of Columbia,District of Columbia,11001,11001000202,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,19.3,,,16.8,22.2,4672,4212,POINT (-77.0696362 38.9063048),11001000202,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001004901,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,9.2,,,8.1,10.3,3380,2925,POINT (-77.0244761 38.9113296),11001004901,HLTHSTAT,GHLTH,CrdPrv,General Health
2022,DC,District of Columbia,District of Columbia,11001,11001011001,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,4.9,,,4.3,5.6,2423,2203,POINT (-77.0157419 38.8741656),11001011001,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001004202,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,2.7,,,2.5,3.1,2850,2736,POINT (-77.0430254 38.9134023),11001004202,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2022,DC,District of Columbia,District of Columbia,11001,11001004300,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,9.4,,,7.6,11.3,4436,4151,POINT (-77.0341511 38.916804),11001004300,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001001301,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,20.2,,,16.8,23.7,4160,3452,POINT (-77.0520508 38.9519215),11001001301,HLTHOUT,DEPRESSION,CrdPrv,Depression
2022,DC,District of Columbia,District of Columbia,11001,11001010900,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,3.6,,,3.2,3.9,3333,2403,POINT (-77.0238475 38.8132364),11001010900,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001007804,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,7.2,,,6.6,7.9,3499,2674,POINT (-76.9313427 38.8942107),11001007804,HLTHOUT,STROKE,CrdPrv,Stroke
2021,DC,District of Columbia,District of Columbia,11001,11001010100,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,25.3,,,22.1,29.0,2699,2625,POINT (-77.0318472 38.9026971),11001010100,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001010300,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,15.3,,,13.7,16.9,3604,2818,POINT (-77.0271875 38.9761556),11001010300,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2022,DC,District of Columbia,District of Columbia,11001,11001009807,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,9.5,,,8.6,10.5,3523,2717,POINT (-77.0117577 38.8292038),11001009807,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007601,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,67.1,,,62.1,71.7,4693,3704,POINT (-76.9798185 38.8716327),11001007601,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,DC,District of Columbia,District of Columbia,11001,11001005900,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,5.4,,,4.8,6.0,2617,2543,POINT (-77.0149475 38.8959944),11001005900,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2022,DC,District of Columbia,District of Columbia,11001,11001002400,BRFSS,Disability,Any disability among adults,%,Crude prevalence,18.9,,,16.3,21.7,4095,3488,POINT (-77.0224058 38.9417822),11001002400,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009201,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,71.7,,,67.3,75.6,3103,2663,POINT (-76.9990184 38.9287161),11001009201,PREVENT,DENTAL,CrdPrv,Dental Visit
2022,DC,District of Columbia,District of Columbia,11001,11001009801,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,12.1,,,8.7,15.7,1848,1419,POINT (-76.9963306 38.8328939),11001009801,PREVENT,ACCESS2,CrdPrv,Health Insurance
2022,DC,District of Columbia,District of Columbia,11001,11001010603,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,0.9,,,0.8,0.9,3068,2990,POINT (-77.0063567 38.9011144),11001010603,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001004402,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,1.5,,,1.4,1.6,2755,2485,POINT (-77.0270354 38.9155152),11001004402,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001003400,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,6.4,,,5.7,7.3,5120,4747,POINT (-77.0177044 38.9221674),11001003400,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001007304,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,5.0,,,4.5,5.5,4410,3210,POINT (-76.9855591 38.8417979),11001007304,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001010100,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,20.3,,,17.3,23.8,2699,2625,POINT (-77.0318472 38.9026971),11001010100,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001010800,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,13.8,,,12.4,15.3,6879,6779,POINT (-77.044612 38.8973521),11001010800,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001007409,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,13.4,,,12.2,14.5,3835,2579,POINT (-76.975165 38.8445818),11001007409,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001005302,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,5.2,,,4.8,5.8,2518,2339,POINT (-77.0386443 38.9124517),11001005302,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001004802,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,66.9,,,62.5,70.9,3634,3180,POINT (-77.0188917 38.9062118),11001004802,PREVENT,DENTAL,CrdPrv,Dental Visit
2022,DC,District of Columbia,District of Columbia,11001,11001002400,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,2.5,,,2.3,2.7,4095,3488,POINT (-77.0224058 38.9417822),11001002400,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007901,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.5,,,5.0,8.4,4148,3165,POINT (-76.9804319 38.8965543),11001007901,PREVENT,ACCESS2,CrdPrv,Health Insurance
2022,DC,District of Columbia,District of Columbia,11001,11001007504,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,76.4,,,71.8,80.4,2730,1960,POINT (-76.9796257 38.8609955),11001007504,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001001002,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,4.8,,,4.1,5.6,3643,3218,POINT (-77.0788872 38.9384216),11001001002,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2022,DC,District of Columbia,District of Columbia,11001,11001000802,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,70.5,,,66.2,74.5,3327,2669,POINT (-77.0896118 38.9126765),11001000802,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,DC,District of Columbia,District of Columbia,11001,11001004001,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,5.7,,,5.0,6.6,3941,3596,POINT (-77.0462674 38.9208738),11001004001,HLTHSTAT,GHLTH,CrdPrv,General Health
2022,DC,District of Columbia,District of Columbia,11001,11001002002,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,19.2,,,16.7,21.8,4072,3198,POINT (-77.0310824 38.9525009),11001002002,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,DC,District of Columbia,District of Columbia,11001,11001007403,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,30.3,,,26.8,34.2,2613,1698,POINT (-76.9743805 38.8484714),11001007403,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001007803,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,4.9,,,4.5,5.4,4590,3540,POINT (-76.9407751 38.8962674),11001007803,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001000902,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,20.1,,,16.8,23.6,2317,1731,POINT (-77.1077517 38.9285125),11001000902,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,DC,District of Columbia,District of Columbia,11001,11001009503,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,38.0,,,34.1,42.1,3106,2532,POINT (-76.9845276 38.9434458),11001009503,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001002501,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.5,,,7.4,9.8,2688,2190,POINT (-77.0317348 38.9446515),11001002501,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,DC,District of Columbia,District of Columbia,11001,11001008903,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,30.2,,,26.6,34.2,3062,2404,POINT (-76.977718 38.9041579),11001008903,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001007406,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.3,,,23.9,32.7,3528,2133,POINT (-76.9895582 38.8555543),11001007406,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001006500,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,27.9,,,23.0,33.1,2609,2258,POINT (-77.0033314 38.883848),11001006500,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001005900,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,21.9,,,18.9,25.5,2617,2543,POINT (-77.0149475 38.8959944),11001005900,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001007804,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,15.2,,,13.8,16.5,3499,2674,POINT (-76.9313427 38.8942107),11001007804,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001010201,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,4.2,,,3.7,4.8,3341,3192,POINT (-77.0184625 38.8779576),11001010201,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001007301,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,23.5,,,20.2,27.2,3841,2645,POINT (-77.024445 38.834928),11001007301,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001002301,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,5.3,,,4.8,5.8,3266,2592,POINT (-77.0165915 38.942552),11001002301,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2021,DC,District of Columbia,District of Columbia,11001,11001002801,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,23.5,,,20.6,26.9,4398,3721,POINT (-77.0345166 38.9349477),11001002801,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001009603,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,30.9,,,27.0,35.4,3971,3034,POINT (-76.9477195 38.8918285),11001009603,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001007901,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.9,,,14.0,17.9,4148,3165,POINT (-76.9804319 38.8965543),11001007901,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2022,DC,District of Columbia,District of Columbia,11001,11001002001,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,37.1,,,32.6,42.0,2926,2250,POINT (-77.0351061 38.9597034),11001002001,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001007605,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,77.5,,,70.8,83.1,3663,2862,POINT (-76.9752566 38.8660433),11001007605,PREVENT,MAMMOUSE,CrdPrv,Mammography
2022,DC,District of Columbia,District of Columbia,11001,11001009400,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.2,,,2.9,3.4,4424,3564,POINT (-76.9742464 38.9368061),11001009400,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001010700,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,6.2,,,5.1,7.4,2296,2210,POINT (-77.0419809 38.9039988),11001010700,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,DC,District of Columbia,District of Columbia,11001,11001008410,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.6,,,1.4,1.7,1843,1523,POINT (-76.9911234 38.9015543),11001008410,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2021,DC,District of Columbia,District of Columbia,11001,11001000803,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,25.0,,,21.9,28.4,3174,2864,POINT (-77.0835217 38.9336425),11001000803,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001005801,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,16.7,,,14.6,19.0,1672,1570,POINT (-77.0205095 38.8975634),11001005801,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2022,DC,District of Columbia,District of Columbia,11001,11001007301,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,4.1,,,3.5,4.6,3841,2645,POINT (-77.024445 38.834928),11001007301,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2022,DC,District of Columbia,District of Columbia,11001,11001000501,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,2.1,,,1.9,2.3,3829,3470,POINT (-77.051434 38.9264548),11001000501,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001010201,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,3.6,,,3.3,4.0,3341,3192,POINT (-77.0184625 38.8779576),11001010201,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001008803,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,6.2,,,5.4,7.1,4036,3569,POINT (-76.9913622 38.9104603),11001008803,HLTHOUT,DIABETES,CrdPrv,Diabetes
2022,DC,District of Columbia,District of Columbia,11001,11001004201,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.3,,,19.6,27.1,3548,3398,POINT (-77.0388456 38.9162076),11001004201,HLTHOUT,DEPRESSION,CrdPrv,Depression
2022,DC,District of Columbia,District of Columbia,11001,11001980000,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,2.8,,,2.0,3.9,176,167,POINT (-77.0363219 38.8809933),11001980000,PREVENT,ACCESS2,CrdPrv,Health Insurance
2022,DC,District of Columbia,District of Columbia,11001,11001000703,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,3.4,,,3.0,3.8,3022,2742,POINT (-77.0790462 38.9290941),11001000703,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001001100,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,5.3,,,4.8,6.0,5300,4281,POINT (-77.0776732 38.9572432),11001001100,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001001200,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,6.2,,,5.5,7.0,5371,4377,POINT (-77.0705215 38.9462221),11001001200,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2022,DC,District of Columbia,District of Columbia,11001,11001007401,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,21.6,,,19.4,23.9,1259,868,POINT (-76.9991203 38.8675208),11001007401,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,DC,District of Columbia,District of Columbia,11001,11001007603,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,40.4,,,36.4,44.7,4185,3503,POINT (-76.9585469 38.859109),11001007603,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,DC,District of Columbia,District of Columbia,11001,11001009906,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,33.1,,,29.3,37.2,1773,1407,POINT (-76.9359151 38.8879464),11001009906,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001005202,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,5.4,,,4.4,6.5,3408,3167,POINT (-77.0344946 38.911127),11001005202,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,DC,District of Columbia,District of Columbia,11001,11001002302,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,9.5,,,8.4,10.6,1762,1495,POINT (-77.0095843 38.934127),11001002302,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007804,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,21.5,,,18.0,25.1,3499,2674,POINT (-76.9313427 38.8942107),11001007804,HLTHOUT,DEPRESSION,CrdPrv,Depression
2022,DC,District of Columbia,District of Columbia,11001,11001009903,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,5.1,,,4.5,5.7,2004,1522,POINT (-76.9212121 38.888318),11001009903,HLTHOUT,COPD,CrdPrv,COPD
2022,DC,District of Columbia,District of Columbia,11001,11001010900,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,14.7,,,13.1,16.3,3333,2403,POINT (-77.0238475 38.8132364),11001010900,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2022,DC,District of Columbia,District of Columbia,11001,11001002501,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,5.2,,,4.2,6.3,2688,2190,POINT (-77.0317348 38.9446515),11001002501,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,DC,District of Columbia,District of Columbia,11001,11001006801,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,34.0,,,29.7,38.9,2238,1858,POINT (-76.9801087 38.8877413),11001006801,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001001200,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,5.4,,,4.7,6.2,5371,4377,POINT (-77.0705215 38.9462221),11001001200,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007502,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,18.1,,,16.1,20.0,4687,3418,POINT (-76.9697843 38.8568592),11001007502,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009204,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,66.6,,,61.7,71.0,2889,2225,POINT (-76.9987071 38.9234161),11001009204,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,DC,District of Columbia,District of Columbia,11001,11001002900,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,8.6,,,7.1,10.3,4443,3811,POINT (-77.0299131 38.9338478),11001002900,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,DC,District of Columbia,District of Columbia,11001,11001006400,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,23.9,,,21.5,26.3,2481,2042,POINT (-77.0114342 38.8688572),11001006400,HLTHSTAT,GHLTH,CrdPrv,General Health
2022,DC,District of Columbia,District of Columbia,11001,11001003902,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,19.4,,,15.1,24.3,2022,1849,POINT (-77.0452397 38.9257717),11001003902,HLTHOUT,OBESITY,CrdPrv,Obesity
2022,DC,District of Columbia,District of Columbia,11001,11001009102,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,12.0,,,10.7,13.5,4608,3683,POINT (-76.9888946 38.9187926),11001009102,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001007808,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.8,,,5.3,6.4,3792,2833,POINT (-76.9192026 38.8922212),11001007808,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001007304,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,8.5,,,7.7,9.2,4410,3210,POINT (-76.9855591 38.8417979),11001007304,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007407,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,15.8,,,14.0,17.8,3491,2591,POINT (-76.9850206 38.8574823),11001007407,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001000202,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,3.8,,,3.4,4.3,4672,4212,POINT (-77.0696362 38.9063048),11001000202,DISABLT,HEARING,CrdPrv,Hearing Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007201,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,3.6,,,3.1,4.1,2985,2786,POINT (-76.9999179 38.8738481),11001007201,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2021,DC,District of Columbia,District of Columbia,11001,11001009102,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,86.6,,,83.8,89.2,4608,3683,POINT (-76.9888946 38.9187926),11001009102,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
